base_seed,bler,cb_bler,cb_errors,cdd_delay_vector,ce_method,ce_nmse_branch,ce_nmse_eff,channel_model,coded_bits,common_random_numbers,cond_number,data_re,delay_spread_ns,dmrs_overhead,dmrs_spacing_sc,dmrs_symbols,effective_rank,goodput_bits_per_slot,goodput_se_per_re,mcs_index,mcs_table,n_cbs,n_dmrs_re,n_rx,n_trials,n_tx,noise_var,pdsch_rb,pdsch_symbols,prg_codebook,prg_size_rb,scenario_id,snr_db,speed_kmh,tb_errors,tbs_bits,tx_scheme,variant_id
3711766540,0.0,0.0,0,"0,32",RMMSE_WB_KNOWN,nan,0.014489388869583356,tdl,22272,True,nan,5568,100.0,0.03333333333333333,6,2,nan,12024.0,2.1594827586206895,8,nr_256qam,4,192,4,20,2,0.15848931924611134,48,10,qpsk_dft,4,fig10_static_ds100,8.0,0.0,0,12024,CDD,direct_rmmse_wb_d32
437165307,0.0,0.0,0,"0,32",RMMSE_WB_KNOWN,nan,0.005917683690151654,tdl,22272,True,nan,5568,100.0,0.03333333333333333,6,2,nan,12024.0,2.1594827586206895,8,nr_256qam,4,192,4,20,2,0.06309573444801933,48,10,qpsk_dft,4,fig10_static_ds100,12.0,0.0,0,12024,CDD,direct_rmmse_wb_d32
1403846836,1.0,1.0,80,"0,8",RECON_BASIS_LMMSE,0.38022640214346326,0.05170638906865886,tdl,22272,True,5377102402844.514,5568,100.0,0.03333333333333333,6,2,7.933352670564527,0.0,0.0,8,nr_256qam,4,192,4,20,2,1.0,48,10,qpsk_dft,4,fig10_static_ds100,0.0,0.0,20,12024,CDD,structural_basis_d8
2291976224,0.15,0.1125,9,"0,8",RECON_BASIS_LMMSE,0.3495628493968975,0.026790766757688583,tdl,22272,True,5377102402844.514,5568,100.0,0.03333333333333333,6,2,7.933352670564527,10671.3,1.916540948275862,8,nr_256qam,4,192,4,20,2,0.3981071705534972,48,10,qpsk_dft,4,fig10_static_ds100,4.0,0.0,3,12024,CDD,structural_basis_d8
3711766540,0.0,0.0,0,"0,8",RECON_BASIS_LMMSE,0.3797130812170943,0.015231676975920486,tdl,22272,True,5377102402844.514,5568,100.0,0.03333333333333333,6,2,7.933352670564527,12024.0,2.1594827586206895,8,nr_256qam,4,192,4,20,2,0.15848931924611134,48,10,qpsk_dft,4,fig10_static_ds100,8.0,0.0,0,12024,CDD,structural_basis_d8
437165307,0.0,0.0,0,"0,8",RECON_BASIS_LMMSE,0.3740376737720802,0.00991046872414146,tdl,22272,True,5377102402844.514,5568,100.0,0.03333333333333333,6,2,7.933352670564527,12024.0,2.1594827586206895,8,nr_256qam,4,192,4,20,2,0.06309573444801933,48,10,qpsk_dft,4,fig10_static_ds100,12.0,0.0,0,12024,CDD,structural_basis_d8
1403846836,1.0,1.0,80,"0,16",RECON_BASIS_LMMSE,0.2870365058422024,0.05963520238153432,tdl,22272,True,4871019615771.919,5568,100.0,0.03333333333333333,6,2,9.061511982834492,0.0,0.0,8,nr_256qam,4,192,4,20,2,1.0,48,10,qpsk_dft,4,fig10_static_ds100,0.0,0.0,20,12024,CDD,structural_basis_d16
2291976224,0.0,0.0,0,"0,16",RECON_BASIS_LMMSE,0.26816043968186726,0.029230722580819594,tdl,22272,True,4871019615771.919,5568,100.0,0.03333333333333333,6,2,9.061511982834492,12024.0,2.1594827586206895,8,nr_256qam,4,192,4,20,2,0.3981071705534972,48,10,qpsk_dft,4,fig10_static_ds100,4.0,0.0,0,12024,CDD,structural_basis_d16
3711766540,0.0,0.0,0,"0,16",RECON_BASIS_LMMSE,0.23454449731921967,0.014344057646846325,tdl,22272,True,4871019615771.919,5568,100.0,0.03333333333333333,6,2,9.061511982834492,12024.0,2.1594827586206895,8,nr_256qam,4,192,4,20,2,0.15848931924611134,48,10,qpsk_dft,4,fig10_static_ds100,8.0,0.0,0,12024,CDD,structural_basis_d16
437165307,0.0,0.0,0,"0,16",RECON_BASIS_LMMSE,0.2445986772538548,0.00871336683066144,tdl,22272,True,4871019615771.919,5568,100.0,0.03333333333333333,6,2,9.061511982834492,12024.0,2.1594827586206895,8,nr_256qam,4,192,4,20,2,0.06309573444801933,48,10,qpsk_dft,4,fig10_static_ds100,12.0,0.0,0,12024,CDD,structural_basis_d16
